,0,1,2,3
115,4.1,Level 3,6c:c7:ec:74:a6:ce,2019-12-25 00:20:53.453 UTC
116,4.1,Level 3,d4:63:c6:ba:35:43,2019-12-08 16:48:52.181 UTC
117,4.1,Level 3,88:29:9c:c1:21:1b,2019-12-02 20:25:17.632 UTC
118,4.1,Level 3,c4:84:66:f3:85:f9,2019-12-10 01:01:26.141 UTC
119,4.1,Level 3,88:29:9c:c1:21:1b,2019-12-02 20:25:17.633 UTC
120,4.1,Level 3,a4:f1:e8:27:de:5c,2019-12-12 17:05:28.264 UTC
121,4.1,Level 3,a8:96:75:0c:63:20,2019-12-18 14:46:01.89 UTC
122,4.1,Level 3,70:3c:69:52:bf:61,2019-12-29 17:54:12.771 UTC
123,4.1,Level 3,b0:70:2d:90:d4:2f,2019-12-28 11:00:30.543 UTC
124,4.1,Level 3,40:83:1d:5c:08:f3,2019-12-23 01:20:19.959 UTC
125,4.1,Level 3,24:31:54:05:e1:bb,2019-12-20 06:41:17.351 UTC
126,4.1,Level 3,40:83:1d:5c:08:f3,2019-12-23 01:20:19.974 UTC
127,4.1,Level 3,44:91:60:41:2d:8b,2019-12-15 07:13:44.694 UTC
128,4.1,Level 3,04:d6:aa:d9:31:1b,2019-12-10 12:51:39.204 UTC
129,4.1,Level 3,5c:1d:d9:b0:07:2a,2019-12-01 09:52:55.137 UTC
130,4.1,Level 3,44:91:60:41:2d:8b,2019-12-15 07:13:44.695 UTC
131,4.1,Level 3,bc:98:df:a8:eb:7b,2019-12-13 11:03:09.541 UTC
132,4.1,Level 3,bc:98:df:a8:eb:7b,2019-12-13 11:03:09.545 UTC
133,4.1,Level 3,d4:4d:a4:13:dd:21,2019-12-13 00:34:29.555 UTC
134,4.1,Level 3,a4:5e:60:1c:59:96,2019-12-25 07:26:10.325 UTC
135,4.1,Level 3,dc:bf:e9:3b:cd:f3,2019-12-04 15:02:41.185 UTC
136,4.1,Level 3,a8:db:03:95:55:81,2019-12-23 03:39:17.268 UTC
137,4.1,Level 3,a8:db:03:95:55:81,2019-12-23 03:39:17.267 UTC
138,4.1,Level 3,98:b8:e3:ad:7a:91,2019-12-03 13:41:10.985 UTC
139,4.1,Level 3,74:9e:af:4a:86:0e,2019-12-21 21:57:15.453 UTC
140,4.1,Level 3,9c:e3:3f:30:00:fc,2019-12-14 23:30:23.118 UTC
141,4.1,Level 3,b0:df:3a:04:f1:c3,2019-12-13 15:40:03.554 UTC
142,4.1,Level 3,b0:df:3a:04:f1:c3,2019-12-13 15:38:14.382 UTC
143,4.1,Level 3,44:91:60:61:83:da,2019-12-08 09:28:37.145 UTC
144,4.1,Level 3,f8:2d:7c:57:16:05,2019-12-22 16:37:17.7 UTC
145,4.1,Level 3,60:1d:91:eb:dd:a5,2019-12-18 07:54:08.209 UTC
146,4.1,Level 3,60:1d:91:eb:dd:a5,2019-12-18 07:54:08.21 UTC
147,4.1,Level 3,e8:e8:b7:7e:d5:76,2019-12-11 20:17:15.186 UTC
148,4.1,Level 3,dc:0c:5c:b2:b1:ae,2019-12-20 22:42:02.388 UTC
149,4.1,Level 3,dc:0c:5c:b2:b1:ae,2019-12-20 22:42:02.389 UTC
150,4.1,Level 3,48:49:c7:01:fb:50,2019-12-16 23:03:21.002 UTC
151,4.1,Level 3,e8:e8:b7:7e:d5:76,2019-12-11 20:17:15.174 UTC
