,0,1,2,3
150,2.5,Level 3,48:49:c7:5a:62:c2,2019-12-29 20:51:06.971 UTC
151,2.5,Level 3,b0:4e:26:be:c8:90,2019-12-14 06:28:34.168 UTC
152,2.5,Level 3,e4:58:b8:4a:c6:5a,2019-12-22 19:42:48.715 UTC
153,2.5,Level 3,4a:80:e1:5c:93:81,2019-12-04 23:51:35.292 UTC
154,2.5,Level 3,b0:4e:26:be:c8:90,2019-12-22 16:17:09.169 UTC
155,2.5,Level 3,38:9a:f6:c5:fa:65,2019-12-06 22:55:53.037 UTC
156,2.5,Level 3,48:49:c7:f6:8a:8e,2019-12-28 23:49:38.108 UTC
157,2.5,Level 3,a8:34:6a:1d:66:ec,2019-12-29 18:06:50.854 UTC
158,2.5,Level 3,34:69:87:12:42:b9,2019-12-09 14:25:51.723 UTC
159,2.5,Level 3,2c:fd:ab:31:c8:86,2019-12-05 18:07:35.526 UTC
160,2.5,Level 3,e4:58:b8:4a:c6:5a,2019-12-22 19:42:48.716 UTC
161,2.5,Level 3,50:92:b9:97:2c:bc,2019-12-09 10:28:12.358 UTC
162,2.5,Level 3,dc:bf:e9:8d:ae:43,2019-12-09 21:07:45.937 UTC
163,2.5,Level 3,58:20:59:00:7d:79,2019-12-22 12:01:56.965 UTC
164,2.5,Level 3,ba:3b:7f:b6:8c:3d,2019-12-10 22:39:27.475 UTC
165,2.5,Level 3,24:18:1d:4b:a9:fa,2019-12-09 13:50:11.933 UTC
166,2.5,Level 3,b8:27:eb:d5:29:27,2019-12-11 11:08:56.301 UTC
167,2.5,Level 3,98:9c:57:32:5f:27,2019-12-04 16:36:27.569 UTC
168,2.5,Level 3,b8:27:eb:d5:29:27,2019-12-15 16:30:54.139 UTC
169,2.5,Level 3,3a:83:36:79:ea:6d,2019-12-29 20:48:32.612 UTC
170,2.5,Level 3,dc:bf:e9:8d:ae:43,2019-12-09 21:08:31.783 UTC
171,2.5,Level 3,5a:19:1e:de:32:a3,2019-12-13 09:27:26.168 UTC
172,2.5,Level 3,48:60:5f:11:9d:0a,2019-12-07 15:27:40.278 UTC
173,2.5,Level 3,fc:64:3a:8d:7d:ba,2019-12-09 14:16:42.501 UTC
174,2.5,Level 3,68:c4:4d:97:34:f6,2019-12-28 22:42:53.404 UTC
175,2.5,Level 3,0c:cb:85:42:72:b4,2019-12-19 19:25:11.888 UTC
176,2.5,Level 3,44:91:60:d8:db:22,2019-12-29 11:15:49.747 UTC
177,2.5,Level 3,f8:4e:73:27:85:be,2019-12-18 08:28:01.008 UTC
178,2.5,Level 3,ac:84:c6:de:20:30,2019-12-21 03:44:26.208 UTC
179,2.5,Level 3,fc:64:3a:19:5a:e2,2019-12-26 01:53:26.332 UTC
180,2.5,Level 3,dc:44:b6:13:82:7e,2019-12-01 07:37:10.997 UTC
181,2.5,Level 3,4c:66:41:21:93:f2,2019-12-25 01:06:48.172 UTC
182,2.5,Level 3,5c:f9:38:5c:30:2e,2019-12-26 01:35:52.161 UTC
183,2.5,Level 3,b0:4e:26:be:c8:90,2019-12-11 00:47:45.306 UTC
184,2.5,Level 3,8c:f1:12:7a:b8:6e,2019-12-29 07:50:05.77 UTC
185,2.5,Level 3,3a:9f:8b:4b:ea:fe,2019-12-13 19:20:01.657 UTC
186,2.5,Level 3,1a:67:be:1c:aa:48,2019-12-07 19:01:09.802 UTC
187,2.5,Level 3,f0:d7:aa:c3:6d:0f,2019-12-15 12:54:43.111 UTC
188,2.5,Level 3,1c:cc:d6:01:15:34,2019-12-09 21:47:37.196 UTC
189,2.5,Level 3,98:39:8e:37:df:e1,2019-12-10 10:51:08.298 UTC
190,2.5,Level 3,30:07:4d:a7:96:c3,2019-12-08 13:13:50.917 UTC
191,2.5,Level 3,8c:45:00:a3:1f:e7,2019-12-01 10:39:15.829 UTC
192,2.5,Level 3,1a:67:be:1c:aa:48,2019-12-07 19:01:09.801 UTC
193,2.5,Level 3,88:79:7e:e6:7e:7b,2019-12-29 14:59:24.162 UTC
194,2.5,Level 3,40:9c:28:b8:f3:53,2019-12-30 20:41:52.262 UTC
195,2.5,Level 3,da:a1:19:d0:b5:69,2019-12-06 07:52:50.832 UTC
196,2.5,Level 3,60:14:66:a8:96:22,2019-12-29 17:03:16.527 UTC
197,2.5,Level 3,a8:16:d0:9c:d3:9d,2019-12-10 16:25:52.449 UTC
198,2.5,Level 3,a8:16:d0:4c:5d:eb,2019-12-10 00:30:02.396 UTC
199,2.5,Level 3,34:69:87:12:42:b9,2019-12-15 02:47:19.247 UTC
200,2.5,Level 3,a8:16:d0:4c:5d:eb,2019-12-10 00:30:02.391 UTC
201,2.5,Level 3,a8:16:d0:9c:d3:9d,2019-12-10 16:25:52.442 UTC
202,2.5,Level 3,28:83:35:fe:99:e3,2019-12-30 13:43:33.825 UTC
203,2.5,Level 3,24:05:0f:5e:a3:34,2019-12-06 20:56:14.233 UTC
204,2.5,Level 3,88:6b:6e:70:93:b1,2019-12-20 15:05:41.926 UTC
205,2.5,Level 3,60:45:cb:96:8b:34,2019-12-21 23:39:09.322 UTC
206,2.5,Level 3,48:49:c7:f6:8a:8e,2019-12-09 22:59:20.377 UTC
207,2.5,Level 3,48:49:c7:f8:88:10,2019-12-02 19:02:55.695 UTC
208,2.5,Level 3,b0:4e:26:be:c8:90,2019-12-07 10:45:26.441 UTC
209,2.5,Level 3,d0:d7:83:0c:c5:df,2019-12-22 19:44:58.764 UTC
210,2.5,Level 3,8a:f0:d6:38:81:1f,2019-12-14 15:08:18.865 UTC
211,2.5,Level 3,50:92:b9:87:e3:7c,2019-12-07 16:47:16.707 UTC
212,2.5,Level 3,48:49:c7:f6:8a:8e,2019-12-09 22:59:20.376 UTC
213,2.5,Level 3,50:92:b9:87:e3:7c,2019-12-07 16:47:16.708 UTC
214,2.5,Level 3,38:9a:f6:9c:ee:cd,2019-12-14 21:32:14.727 UTC
215,2.5,Level 3,38:80:df:a3:d2:ed,2019-12-30 06:26:43.227 UTC
216,2.5,Level 3,98:39:8e:4d:8b:8d,2019-12-14 19:51:21.932 UTC
217,2.5,Level 3,38:9a:f6:9c:ee:cd,2019-12-14 21:32:14.726 UTC
218,2.5,Level 3,98:39:8e:c8:ca:a9,2019-12-04 18:53:58.779 UTC
219,2.5,Level 3,28:83:35:fe:99:e3,2019-12-30 13:43:33.824 UTC
220,2.5,Level 3,84:98:66:dd:c9:bd,2019-12-06 12:52:33.251 UTC
221,2.5,Level 3,38:9a:f6:87:02:2b,2019-12-26 21:21:19.038 UTC
222,2.5,Level 3,9c:d3:5b:5a:cf:74,2019-12-12 12:40:29.491 UTC
223,2.5,Level 3,88:b4:a6:61:40:6c,2019-12-28 10:20:00.435 UTC
224,2.5,Level 3,4a:c8:62:02:b9:87,2019-12-22 14:32:46.837 UTC
225,2.5,Level 3,88:19:08:c6:b5:af,2019-12-07 17:56:45.227 UTC
226,2.5,Level 3,44:91:60:e2:b1:5c,2019-12-15 23:19:42.658 UTC
227,2.5,Level 3,58:d9:c3:0c:24:2d,2019-12-14 08:13:23.418 UTC
228,2.5,Level 3,88:19:08:c6:b5:af,2019-12-07 17:56:45.228 UTC
229,2.5,Level 3,fc:64:3a:56:b6:5c,2019-12-17 15:41:16.619 UTC
230,2.5,Level 3,88:b4:a6:61:40:6c,2019-12-28 10:20:00.436 UTC
231,2.5,Level 3,0a:78:2d:84:a2:ba,2019-12-16 00:51:04.206 UTC
232,2.5,Level 3,7a:21:50:b3:14:49,2019-12-03 07:39:32.443 UTC
233,2.5,Level 3,34:69:87:12:42:b9,2019-12-30 15:59:21.063 UTC
234,2.5,Level 3,34:69:87:12:42:b9,2019-12-14 05:00:03.106 UTC
235,2.5,Level 3,ac:84:c6:de:20:30,2019-12-10 13:39:13.809 UTC
236,2.5,Level 3,a8:db:03:54:17:ce,2019-12-01 13:58:31.419 UTC
237,2.5,Level 3,60:14:66:a8:96:22,2019-12-09 18:46:28.835 UTC
238,2.5,Level 3,34:69:87:12:42:b9,2019-12-24 06:22:37.097 UTC
239,2.5,Level 3,3a:e3:f5:72:d5:24,2019-12-14 01:53:17.758 UTC
240,2.5,Level 3,38:9a:f6:b2:02:09,2019-12-13 08:37:25.777 UTC
241,2.5,Level 3,04:d6:aa:87:80:3a,2019-12-07 00:41:10.475 UTC
242,2.5,Level 3,fc:64:3a:9e:f9:86,2019-12-14 19:42:45.513 UTC
243,2.5,Level 3,0c:cb:85:86:df:dc,2019-12-26 19:44:03.644 UTC
244,2.5,Level 3,ea:94:e2:ec:be:51,2019-12-21 10:14:09.36 UTC
245,2.5,Level 3,c0:8c:71:c6:16:f5,2019-12-25 19:34:25.421 UTC
246,2.5,Level 3,da:a1:19:5b:0b:49,2019-12-11 16:06:34.793 UTC
247,2.5,Level 3,aa:51:77:aa:f6:70,2019-12-04 05:40:25.298 UTC
248,2.5,Level 3,aa:51:77:aa:f6:70,2019-12-04 05:40:25.299 UTC
249,2.5,Level 3,5c:51:88:ed:a7:ae,2019-12-08 18:34:18.946 UTC
250,2.5,Level 3,d4:11:a3:3f:b9:67,2019-12-10 17:46:35.427 UTC
251,2.5,Level 3,74:42:8b:ac:35:c3,2019-12-10 18:14:26.385 UTC
252,2.5,Level 3,fc:64:3a:59:32:8c,2019-12-19 03:34:41.332 UTC
253,2.5,Level 3,34:23:ba:8f:0c:ea,2019-12-11 20:46:13.537 UTC
254,2.5,Level 3,50:92:b9:ba:5a:40,2019-12-26 13:34:59.936 UTC
255,2.5,Level 3,d8:32:e3:00:e9:b4,2019-12-23 13:19:13.106 UTC
256,2.5,Level 3,9c:f4:8e:e3:24:e5,2019-12-13 17:55:04.807 UTC
257,2.5,Level 3,50:92:b9:0e:51:da,2019-12-15 14:30:55.03 UTC
258,2.5,Level 3,38:30:f9:6e:29:16,2019-12-23 09:59:56.828 UTC
259,2.5,Level 3,34:23:ba:8f:0c:ea,2019-12-11 20:46:13.538 UTC
260,2.5,Level 3,68:7d:6b:5a:bc:d5,2019-12-19 06:19:19.436 UTC
261,2.5,Level 3,60:8b:0e:a0:e2:0f,2019-12-20 19:11:57.405 UTC
262,2.5,Level 3,8a:06:17:a4:df:21,2019-12-02 20:37:33.616 UTC
263,2.5,Level 3,f8:38:80:b1:c8:07,2019-12-17 11:39:20.107 UTC
264,2.5,Level 3,80:82:23:39:4e:38,2019-12-21 15:18:57.42 UTC
265,2.5,Level 3,70:3e:ac:45:ab:db,2019-12-06 14:37:54.727 UTC
266,2.5,Level 3,8c:f5:a3:da:d1:36,2019-12-13 18:32:40.683 UTC
267,2.5,Level 3,ca:9a:82:dd:bd:b3,2019-12-10 13:06:17.338 UTC
268,2.5,Level 3,a8:96:75:a8:ca:05,2019-12-17 20:56:23.265 UTC
269,2.5,Level 3,90:73:5a:13:3e:e5,2019-12-13 13:02:21.371 UTC
270,2.5,Level 3,1c:5c:f2:01:82:64,2019-12-22 09:49:40.191 UTC
271,2.5,Level 3,74:e1:b6:14:9c:49,2019-12-11 11:33:41.89 UTC
272,2.5,Level 3,80:82:23:39:4e:38,2019-12-21 15:18:57.425 UTC
273,2.5,Level 3,74:9e:af:6c:6f:83,2019-12-05 21:42:49.436 UTC
274,2.5,Level 3,84:10:0d:d7:6a:d4,2019-12-23 21:17:40.356 UTC
275,2.5,Level 3,bc:98:df:e9:65:9b,2019-12-22 22:35:41.243 UTC
276,2.5,Level 3,10:98:c3:19:90:08,2019-12-18 23:49:37.196 UTC
277,2.5,Level 3,18:31:bf:61:21:7d,2019-12-12 20:55:42.317 UTC
278,2.5,Level 3,8c:f5:a3:da:d1:36,2019-12-13 18:32:32.052 UTC
279,2.5,Level 3,90:73:5a:13:3e:e5,2019-12-13 13:02:38.045 UTC
280,2.5,Level 3,da:a1:19:be:30:b7,2019-12-05 21:22:29.173 UTC
281,2.5,Level 3,24:46:c8:97:6c:d1,2019-12-14 02:09:53.458 UTC
282,2.5,Level 3,0c:cb:85:7d:dd:4d,2019-12-14 15:32:02.235 UTC
283,2.5,Level 3,88:9f:6f:e1:78:8a,2019-12-04 20:11:38.869 UTC
284,2.5,Level 3,10:8e:e0:03:72:20,2019-12-06 16:23:00.922 UTC
285,2.5,Level 3,a8:16:d0:b0:69:c9,2019-12-05 03:55:12.247 UTC
286,2.5,Level 3,10:8e:e0:03:72:20,2019-12-06 16:20:28.281 UTC
287,2.5,Level 3,24:46:c8:97:6c:d1,2019-12-14 02:09:53.459 UTC
288,2.5,Level 3,1a:eb:53:2b:16:9c,2019-12-24 22:42:07.461 UTC
289,2.5,Level 3,4c:74:bf:c2:c3:ed,2019-12-20 12:51:50.743 UTC
290,2.5,Level 3,4c:74:bf:c2:c3:ed,2019-12-20 12:51:50.761 UTC
291,2.5,Level 3,f0:8a:76:d0:1c:42,2019-12-21 15:50:58.678 UTC
292,2.5,Level 3,c0:d0:12:a8:37:09,2019-12-12 10:32:37.738 UTC
293,2.5,Level 3,68:7d:6b:3d:1d:b1,2019-12-13 09:00:49.4 UTC
294,2.5,Level 3,8c:45:00:a3:1f:e7,2019-12-01 11:42:55.198 UTC
295,2.5,Level 3,dc:bf:e9:8f:29:e9,2019-12-17 21:54:58.915 UTC
296,2.5,Level 3,04:d9:f5:44:8f:c2,2019-12-22 15:05:14.334 UTC
297,2.5,Level 3,fc:42:03:54:16:56,2019-12-27 21:56:35.566 UTC
298,2.5,Level 3,b8:27:eb:d5:29:27,2019-12-16 17:25:28.898 UTC
299,2.5,Level 3,70:fd:46:c8:72:40,2019-12-12 18:26:26.417 UTC
300,2.5,Level 3,b8:27:eb:d5:29:27,2019-12-30 20:49:28.472 UTC
301,2.5,Level 3,64:a2:f9:30:de:8a,2019-12-14 16:56:16.447 UTC
302,2.5,Level 3,5a:0e:ed:3e:10:fc,2019-12-18 07:14:41.535 UTC
303,2.5,Level 3,18:01:f1:89:66:6c,2019-12-22 22:37:21.082 UTC
304,2.5,Level 3,38:9a:f6:2b:fd:e1,2019-12-05 13:07:15.542 UTC
305,2.5,Level 3,dc:bf:e9:8f:29:e9,2019-12-17 21:54:58.914 UTC
306,2.5,Level 3,64:a2:f9:30:de:8a,2019-12-14 16:56:16.446 UTC
307,2.5,Level 3,14:9d:09:09:af:82,2019-12-20 19:04:51.719 UTC
